"","vidid","adview","views","likes","dislikes","comment","category","time_in_sec","no_days_old"
"9802","VID_12122",1,"113239","4403","286","582","D",701,559
"9803","VID_11571",1,"247236","2272","188","65","D",232,1126
"9804","VID_2544",1,"90613","239","29","287","C",2689,1286
"9805","VID_2540",1,"136643","503","64","263","C",3027,1191
"9806","VID_10485",1,"255630","646","104","1303","D",358,813
"9807","VID_2045",1,"7503","178","4","39","B",204,1752
"9808","VID_12124",6,"207183","2052","71","1014","D",451,1932
"9809","VID_22692",2,"1228523","12753","150","395","G",303,1333
"9810","VID_19630",5,"3112474","3345","1652","854","G",278,614
"9811","VID_4965",1,"93258","80","13","9","D",1476,1729
"9812","VID_5546",2,"67961","202","17","42","D",1095,717
"9813","VID_4145",2,"971285","1042","119","41","D",612,655
"9814","VID_5593",1,"18186","32","17","6","D",178,1846
"9815","VID_16891",4,"31340","55","4","8","E",663,2474
"9816","VID_2112",1076,"3623","32","13","10","B",346,1040
"9817","VID_11033",10,"19096132","69809","6723","4528","D",658,970
"9818","VID_19908",1,"4363","8","0","0","G",299,649
"9819","VID_13717",1,"30430","F","F","2","D",214,562
"9820","VID_22769",2,"1734583","7604","976","945","G",3260,1220
"9821","VID_8339",2,"309214","612","65","34","D",265,791
"9822","VID_18571",1,"1183","33","1","15","F",178,1694
"9823","VID_23468",1,"635780","1330","337","364","H",300,569
"9824","VID_21937",7,"181220","1462","39","138","G",454,2502
"9825","VID_8106",2,"59437","107","16","27","D",339,583
"9826","VID_16631",6,"346560","2750","112","249","E",823,1013
"9827","VID_21217",1,"69988","802","11","52","G",235,1478
"9828","VID_863",2,"21744","106","3","20","B",276,1730
"9829","VID_20774",6,"1832","15","2","0","G",185,607
"9830","VID_1227",3,"667485","11755","175","1228","B",246,1141
"9831","VID_11994",24,"85044","363","10","16","D",437,1527
"9832","VID_20714",1,"4579","85","0","31","G",517,1915
"9833","VID_22044",13,"398949","2291","32","541","G",151,2708
"9834","VID_1757",13,"207185","1060","32","104","B",223,815
"9835","VID_3668",2,"538543","1447","168","133","D",2085,993
"9836","VID_5408",1585,"852028","680","67","90","D",75,1691
"9837","VID_2527",1,"50440","236","6","16","C",2042,1736
"9838","VID_23434",6,"241443","1568","89","120","H",1680,604
"9839","VID_7020",39,"377366","308","98","22","D",8845,1020
"9840","VID_17295",1,"807832","2589","1693","218","E",227,712
"9841","VID_12627",2,"75378","106","40","19","D",8395,1120
"9842","VID_13692",1,"71616","74","4","4","D",469,868
"9843","VID_15950",1,"126510","165","18","18","E",4881,942
"9844","VID_18023",1,"265509","1557","257","906","F",464,639
"9845","VID_453",3,"19829","147","16","22","A",271,1581
"9846","VID_3856",20,"865416","6908","260","577","D",986,1221
"9847","VID_4686",6,"5357","35","1","12","D",57,408
"9848","VID_19037",1,"12263","12","0","7","F",114,1731
"9849","VID_6312",19,"483067","851","63","47","D",530,2119
"9850","VID_23038",1,"33202","242","14","28","H",108,851
"9851","VID_9399",17,"32195","123","14","38","D",1874,884
"9852","VID_6347",16,"1724553","3009","278","136","D",497,2210
"9853","VID_11292",2,"259463","2942","250","5444","D",719,1516
"9854","VID_22234",7626,"17958","231","0","9","G",240,1222
"9855","VID_1411",1,"421692","866","63","151","B",651,1370
"9856","VID_22919",3,"6058393","8225","2370","859","G",3197,442
"9857","VID_1250",1,"459888","7491","57","616","B",285,1002
"9858","VID_6748",1,"14735","64","12","5","D",319,1955
"9859","VID_16429",37,"1339378","2076","183","50","E",72,1080
"9860","VID_12266",17,"14427720","20798","5927","1418","D",183,1538
"9861","VID_2541",1,"191144","796","89","447","C",3651,1016
"9862","VID_8866",3,"329401","4224","140","1420","D",632,553
"9863","VID_20943",1,"6283","31","0","0","G",117,1499
"9864","VID_6823",1,"120151","667","47","171","D",367,914
"9865","VID_5315",1,"47156","110","13","14","D",942,1561
"9866","VID_11329",1,"161","0","0","0","D",31,745
"9867","VID_9641",2,"219","0","1","0","D",176,871
"9868","VID_2077",1506,"4720","45","6","7","B",235,1662
"9869","VID_15785",1,"51766","35","9","5","E",93,681
"9870","VID_672",2,"74351","891","40","536","B",693,561
"9871","VID_16256",1,"161376","950","46","34","E",188,749
"9872","VID_19382",8,"9767","13","0","1","G",362,2140
"9873","VID_3834",17,"373323","899","62","24","D",87,1504
"9874","VID_3887",11,"90464","90","20","8","D",358,2084
"9875","VID_18437",1,"141568","972","207","69","F",943,1689
"9876","VID_11541",1,"7507","20","1","0","D",52,1125
"9877","VID_15821",2,"67044","109","21","17","E",9183,1389
"9878","VID_16897",1,"26129","47","1","11","E",640,2468
"9879","VID_19399",1,"41090","327","19","17","G",640,701
"9880","VID_7042",2,"164943","174","82","15","D",8539,845
"9881","VID_20806",3102,"14132073","22040","30235","23738","G",199,3129
"9882","VID_19573",11,"259080","457","68","45","G",284,1860
"9883","VID_3318",2,"357178","265","122","157","D",2470,1943
"9884","VID_2810",1,"582","11","0","4","C",831,1792
"9885","VID_18625",2,"541277","5614","112","788","F",343,651
"9886","VID_16390",1,"883789","2510","569","250","E",167,1108
"9887","VID_16717",1,"19852","67","2","0","E",1109,1831
"9888","VID_18371",4855,"103115","1263","13","143","F",732,476
"9889","VID_13422",1,"266825","2123","160","190","D",125,618
"9890","VID_3384",26,"835624","972","197","47","D",324,2658
"9891","VID_5592",6,"199924","148","73","16","D",85,2318
"9892","VID_10081",1,"165102","118","53","28","D",618,618
"9893","VID_11376",2,"41831","21","8","F","D",1828,655
"9894","VID_16198",1,"91607","96","15","13","E",6739,1038
"9895","VID_10276",2,"163","0","0","0","D",21,546
"9896","VID_8578",7,"262","1","0","0","D",601,412
"9897","VID_6614",9,"2078370","2117","822","401","D",152,571
"9898","VID_11836",33,"11785","180","4","40","D",420,510
"9899","VID_11955",8,"48996","519","4","35","D",364,850
"9900","VID_21522",1,"61783","126","6","46","G",2210,956
"9901","VID_8112",1,"11071","75","1","48","D",1017,2647
"9902","VID_10026",2,"117856","97","46","26","D",283,626
"9903","VID_22691",3,"1437973","7289","155","284","G",196,1740
"9904","VID_12086",5,"627351","5264","549","604","D",1480,1161
"9905","VID_23305",5,"2360253","1779","477","142","H",334,957
"9906","VID_2792",3,"428209","2521","126","286","C",5729,812
"9907","VID_16940",19,"725010","2530","361","271","E",225,635
"9908","VID_1916",188,"1104268","11063","142","551","B",186,1976
"9909","VID_20576",3,"1612368","983","277","66","G",333,1598
"9910","VID_16444",1,"102059","242","12","22","E",232,1382
"9911","VID_531",1,"82752","99","26","41","A",951,2223
"9912","VID_682",4,"36288","168","6","12","B",1497,1080
"9913","VID_21274",3,"286648","1732","38","76","G",187,731
"9914","VID_14449",1,"57293","65","8","4","D",36,1904
"9915","VID_9291",1,"74800","209","20","26","D",289,786
"9916","VID_17765",1,"167116","378","56","15","F",233,2203
"9917","VID_8701",1,"3856","100","1","68","D",2501,1611
"9918","VID_612",2,"29669","110","4","4","B",963,1482
"9919","VID_18723",1,"12736","893","21","168","F",547,453
"9920","VID_13673",1,"59069","79","8","72","D",660,3608
"9921","VID_18786",4,"5320","71","8","16","F",932,1028
"9922","VID_16825",7,"26111","46","2","2","E",663,2473
"9923","VID_16366",15,"2351","5","1","1","E",16,673
"9924","VID_14486",5,"4604631","23737","1314","503","D",300,1583
"9925","VID_14050",1,"5751626","6822","1456","827","D",4216,847
"9926","VID_3152",5,"509285","597","187","228","D",2120,1897
"9927","VID_7663",1,"766420","284","165","7","D",129,1410
"9928","VID_6025",2,"49980","134","8","22","D",785,1487
"9929","VID_11595",4,"231320","1412","117","800","D",1607,590
"9930","VID_8175",2,"76673","91","28","14","D",8918,1180
"9931","VID_6006",1,"66329","351","13","58","D",863,1253
"9932","VID_8242",3,"1235455","1546","289","74","D",151,820
"9933","VID_7498",5,"64677","450","11","275","D",688,1466
"9934","VID_4419",1,"2161559","782","533","46","D",555,936
"9935","VID_14685",1,"97410","1626","47","157","D",559,866
"9936","VID_12682",11,"1897042","3399","542","351","D",9701,570
"9937","VID_12087",13,"427411","3087","222","612","D",694,1665
"9938","VID_20400",1,"433567","2023","62","128","G",217,2178
"9939","VID_22789",97346,"111701","195","40","27","G",290,682
"9940","VID_22442",1,"62846","266","3","7","G",329,961
"9941","VID_18282",8,"35468","460","17","93","F",329,1021
"9942","VID_11361",5,"106584","82","50","F","D",439,590
"9943","VID_11931",1,"1020468","5021","614","340","D",117,540
"9944","VID_536",1,"387953","407","174","337","A",837,2336
"9945","VID_21298",2,"156786","236","47","71","G",223,3309
"9946","VID_7820",2,"4431","14","1","2","D",700,2436
"9947","VID_10015",1,"186872","136","38","43","D",603,661
"9948","VID_22053",4,"110219","421","6","109","G",106,2708
"9949","VID_21300",6,"878134","2132","104","549","G",436,3030
"9950","VID_23172",1,"43978","40","11","4","H",383,1208
"9951","VID_18336",31,"462412","3153","85","343","F",367,436
"9952","VID_4759",1,"3699","5","5","0","D",73,595
"9953","VID_9270",1,"16526","17","5","2","D",1220,1676
"9954","VID_18230",4,"449885","2490","243","637","F",616,1095
"9955","VID_651",1,"66529","304","5","27","B",1187,1235
"9956","VID_19386",16,"71663","306","18","11","G",512,1886
"9957","VID_23614",1,"311217","1104","25","333","H",156,671
"9958","VID_18443",1,"552882","4296","148","91","F",494,1463
"9959","VID_18551",2,"42851","130","12","38","F",162,1587
"9960","VID_6498",4,"214425","886","107","472","D",792,591
"9961","VID_13698",1,"28330","40","3","3","D",309,912
"9962","VID_10893",1,"9638","68","4","17","D",137,544
"9963","VID_7729",25414,"33000","405","7","4","D",220,485
"9964","VID_233",1,"16192","34","5","2","A",138,1816
"9965","VID_5155",6,"763027","1340","130","103","D",60,1641
"9966","VID_3044",14,"3522972","8050","1067","617","C",3298,2319
"9967","VID_3542",17,"836560","1351","183","40","D",607,2181
"9968","VID_5809",3,"282911","832","47","60","D",201,1007
"9969","VID_12675",1,"728229","1088","219","59","D",9447,572
"9970","VID_10330",1,"72705","209","18","17","D",2616,1503
"9971","VID_18884",26,"2451","46","1","12","F",325,1531
"9972","VID_11489",324,"710080","1554","245","727","D",1171,923
"9973","VID_3386",11,"2071710","5203","476","198","D",532,2354
"9974","VID_15466",4,"1542259","1580","231","57","E",6129,970
"9975","VID_2391",1,"35658","285","8","16","C",1143,960
"9976","VID_3577",1,"31094","65","9","5","D",1073,2714
"9977","VID_6233",2,"98988","98","5","13","D",614,3008
"9978","VID_17166",3,"997479","3491","188","704","E",408,780
"9979","VID_3763",3,"1237125","2529","413","266","D",9710,966
"9980","VID_2378",2,"204433","3348","73","357","C",3656,563
"9981","VID_6812",1,"231035","3987","86","1429","D",620,718
"9982","VID_23559",1,"322140","349","87","42","H",1410,1204
"9983","VID_20374",1,"215026","1507","28","41","G",387,1348
"9984","VID_9132",1,"1054351","F","F","0","D",190,989
"9985","VID_1062",2,"925543","12214","400","1390","B",396,960
"9986","VID_20558",4,"2694496","11521","569","468","G",249,1302
"9987","VID_8611",12,"246","0","0","0","D",36,563
"9988","VID_13202",1,"107017","390","9","59","D",274,1551
"9989","VID_1016",1,"195443","1283","1141","2079","B",562,593
"9990","VID_10480",4,"251067","338","66","409","D",349,612
"9991","VID_2542",1,"140968","554","40","118","C",2995,1286
"9992","VID_5588",9,"107926","104","46","36","D",399,1783
"9993","VID_19212",1,"60356","57","12","8","G",261,2195
"9994","VID_3774",27,"2057982","3367","382","100","D",126,598
"9995","VID_23640",1,"8007","47","2","4","H",282,606
"9996","VID_10952",1,"322422","5159","191","678","D",91,433
"9997","VID_19154",3,"1758","5","3","0","G",50,343
"9998","VID_10740",2,"167981","0","1","1","D",21,2005
"9999","VID_8646",13,"1563","8","2","0","D",725,561
"10000","VID_1066",271235,"843325","8620","225","988","B",138,379
"10001","VID_1039",4,"2068000","16036","564","2523","B",265,826
"10002","VID_14793",4,"1338","13","2","0","D",187,1263
"10003","VID_21690",2102,"6381","42","0","4","G",232,558
"10004","VID_4624",3,"2121205","10244","1414","297","D",147,590
"10005","VID_11535",1,"1379890","2465","651","211","D",462,1208
"10006","VID_20076",3,"11727","28","4","8","G",315,1457
"10007","VID_13435",2337,"146829","3460","103","301","D",824,443
"10008","VID_3955",1,"994514","1369","258","53","D",722,392
"10009","VID_18795",1,"65596","92","14","9","F",300,2255
"10010","VID_4320",4,"436164","624","109","34","D",84,781
"10011","VID_6158",1,"275050","221","19","22","D",456,2952
"10012","VID_16011",1,"468750","884","67","65","E",6063,806
"10013","VID_8161",1,"196676","216","49","6","D",8401,1172
"10014","VID_11205",1,"5177","13","0","4","D",337,1565
"10015","VID_22842",1,"70604","131","20","8","G",359,1766
"10016","VID_12865",3,"25606","100","8","35","D",675,1430
"10017","VID_16139",1,"3102","1","2","0","E",914,1670
"10018","VID_15664",28,"181165","123","82","6","E",1254,2375
"10019","VID_15387",15,"595640","509","97","434","E",218,614
"10020","VID_14004",1,"1587","117","11","62","D",342,1438
"10021","VID_3513",1,"83085","155","17","8","D",3309,1524
"10022","VID_23141",2,"239716","493","81","23","H",3190,1767
"10023","VID_14557",1,"84027","81","30","21","D",2080,977
"10024","VID_19583",2,"7541","17","2","1","G",845,2067
"10025","VID_1360",1,"37104","94","6","F","B",250,1683
"10026","VID_19804",1,"22456","125","3","2","G",815,2646
"10027","VID_11684",1,"1769721","2496","452","133","D",535,677
"10028","VID_15241",1,"106139","199","34","53","E",268,581
"10029","VID_22482",18,"7384","207","3","80","G",195,1647
"10030","VID_20183",3,"592999","1219","134","61","G",215,1434
"10031","VID_5834",3,"117069","757","33","153","D",321,559
"10032","VID_15465",10,"119203","126","14","1","E",693,1811
"10033","VID_3932",18,"600223","1182","87","64","D",398,1740
"10034","VID_3408",1,"142277","263","36","17","D",3936,1555
"10035","VID_23223",2,"1886","2","0","0","H",963,1453
"10036","VID_18235",1,"82256","768","104","186","F",361,932
"10037","VID_11352",4,"477340","349","170","F","D",547,571
"10038","VID_11231",22,"12602","364","27","50","D",693,456
"10039","VID_7867",2,"103821","233","13","12","D",245,2772
"10040","VID_7521",4,"70491","311","19","111","D",3242,1592
"10041","VID_12505",1,"10075","119","3","21","D",632,2347
"10042","VID_16905",2,"27543","40","3","18","E",640,2464
"10043","VID_15813",1,"15675","36","6","1","E",7686,1355
"10044","VID_8732",3,"3438169","2440","1263","205","D",311,820
"10045","VID_1495",6,"3858417","31326","548","4449","B",408,633
"10046","VID_22414",1,"38030","803","56","113","G",242,449
"10047","VID_23063",1,"548340","172","74","5","H",25,1272
"10048","VID_4764",1,"30795","25","27","2","D",64,583
"10049","VID_6133",7,"729783","1615","123","61","D",480,1531
"10050","VID_2786",1,"337165","1072","59","138","C",540,1571
"10051","VID_20793",1,"119557","426","13","38","G",184,1761
"10052","VID_20973",3,"5283030","9186","1556","482","G",2971,1806
"10053","VID_23483",1,"335293","1816","20","615","H",57,613
"10054","VID_7021",2,"250062","274","83","61","D",7460,915
"10055","VID_21915",3,"222371","4158","39","187","G",316,704
"10056","VID_11508",3,"132605","396","17","89","D",107,1204
"10057","VID_5385",7,"278556","349","34","24","D",185,1796
"10058","VID_7045",6,"1273145","2478","720","307","D",9466,778
"10059","VID_6829",8,"1156473","29118","445","10564","D",437,595
"10060","VID_20534",1,"280555","456","60","67","G",3731,1241
"10061","VID_15482",10,"5139752","7914","1651","551","E",5031,1011
"10062","VID_20563",1,"744300","4585","267","1339","G",103,1008
"10063","VID_6764",9,"484708","325","43","7","D",84,1877
"10064","VID_16835",1,"28505","76","5","10","E",640,2468
"10065","VID_12802",1,"683","2","0","0","D",142,1536
"10066","VID_17028",7,"629773","3726","85","202","E",875,1007
"10067","VID_14172",1,"503378","563","102","53","D",8738,542
"10068","VID_2642",2,"1532285","2753","592","245","C",302,1923
"10069","VID_18359",1,"16947","157","2","9","F",47,827
"10070","VID_9783",4013,"6300","8","0","1","D",74,1110
"10071","VID_11730",1,"178147","171","59","26","D",7476,1394
"10072","VID_21433",7,"10229638","58555","1935","2213","G",205,846
"10073","VID_21943",2,"1024986","9228","444","964","G",160,1390
"10074","VID_20950",4,"6025","20","0","1","G",151,1499
"10075","VID_7746",1,"106244","374","10","20","D",442,2709
"10076","VID_12977",217,"560","2","2","2","D",166,442
"10077","VID_18189",1,"41606","513","11","47","F",379,975
"10078","VID_4468",6,"441428","773","84","82","D",338,1706
"10079","VID_711",9,"323171","815","50","333","B",1445,1158
"10080","VID_19642",1,"47165","24","3","0","G",257,602
"10081","VID_16087",2,"226554","123","56","7","E",7209,1088
"10082","VID_2043",1,"6967","186","2","35","B",41,1698
"10083","VID_5629",4,"111838","122","25","6","D",3446,1409
"10084","VID_20742",1,"11861","130","4","54","G",428,1910
"10085","VID_9796",2,"270","2","0","0","D",220,533
